user_id,day,phase,age_group,verification_nudge,interaction_limit,persuasive_notifications_reduced,ai_unavailable,ai_prompts_per_day,micro_checks_per_day,screen_time_hours,continuous_use_minutes,breaks_taken,verification_complexity,verification_rate,reliance_type,accept_without_check,error_rate,decision_latency_seconds,decision_latency_with_ai_sec,decision_latency_without_ai_sec,confidence_without_ai,eye_dryness_score,neck_pain_score,headaches_per_week,ai_for_social_messages,mood_checkins,emotional_support_requests,serious_topics_with_ai,pii_shared,harmful_exposure_count,ai_reliance_baseline,planning_skill,online_intensity
2,9,AS-IS,15-17,0,0,0,0,33,100,8.53,114.1,2,2,0.647,appropriate,0,0.182,205.6,205.8,205.0,2.97,6.41,5.7,4,1,1,1,0,0,0,0.559,0.644,0.7
2,10,AS-IS,15-17,0,0,0,0,37,121,10.0,164.1,2,1,0.75,appropriate,0,0.082,219.7,212.4,241.3,2.84,7.63,7.19,2,0,2,0,0,0,0,0.559,0.644,0.7
2,11,AS-IS,15-17,0,0,0,0,39,114,9.31,146.4,0,2,0.548,appropriate,0,0.157,218.9,204.4,261.5,3.1,7.41,6.28,2,1,1,2,1,0,0,0.559,0.644,0.7
2,12,AS-IS,15-17,0,0,0,0,43,125,9.2,130.2,0,1,0.788,appropriate,0,0.043,181.3,170.1,214.4,3.25,7.11,6.55,5,1,0,2,0,0,0,0.559,0.644,0.7
2,13,AS-IS,15-17,0,0,0,0,37,129,10.0,181.6,0,2,0.588,appropriate,0,0.205,235.2,237.9,227.3,3.35,8.83,6.41,4,0,0,4,0,0,0,0.559,0.644,0.7
2,14,AS-IS,15-17,0,0,0,0,45,127,10.0,140.0,0,1,0.781,appropriate,0,0.131,202.8,190.5,238.7,3.61,8.02,6.46,2,0,2,0,0,0,0,0.559,0.644,0.7
2,15,AS-IS,15-17,0,0,0,0,35,108,8.08,160.4,3,2,0.658,appropriate,0,0.217,220.8,210.1,252.3,3.08,7.5,5.7,2,1,1,0,1,0,0,0.559,0.644,0.7
3,1,AS-IS,15-17,0,0,0,0,42,135,9.77,190.9,0,3,0.388,appropriate,0,0.298,231.9,238.8,217.0,3.24,8.87,6.61,4,1,1,0,0,1,0,0.384,0.6,0.755
3,2,AS-IS,15-17,0,0,0,0,29,90,8.69,184.5,0,2,0.48,appropriate,0,0.229,219.2,203.1,254.1,3.15,8.14,6.02,2,0,2,0,0,0,0,0.384,0.6,0.755
3,3,AS-IS,15-17,0,0,0,0,32,111,9.16,140.4,0,1,0.556,appropriate,0,0.077,215.7,185.9,280.4,3.79,7.14,6.6,2,0,1,1,0,0,0,0.384,0.6,0.755
3,4,AS-IS,15-17,0,0,0,0,36,120,9.62,191.2,0,2,0.678,appropriate,0,0.229,272.1,279.2,256.6,3.66,8.49,6.55,3,1,2,2,1,0,0,0.384,0.6,0.755
3,5,AS-IS,15-17,0,0,0,0,39,131,10.0,169.0,0,2,0.604,appropriate,0,0.199,188.8,168.8,231.9,3.47,8.13,6.8,1,0,1,2,0,0,0,0.384,0.6,0.755
3,6,AS-IS,15-17,0,0,0,0,29,107,9.38,144.8,1,2,0.37,appropriate,0,0.181,204.3,198.3,217.3,3.52,7.41,5.43,1,1,2,2,0,0,0,0.384,0.6,0.755
3,7,AS-IS,15-17,0,0,0,1,5,35,5.03,85.7,0,1,0.666,appropriate,0,0.156,228.2,182.3,228.2,3.28,3.99,3.15,1,0,2,1,0,0,0,0.384,0.6,0.755
3,8,AS-IS,15-17,0,0,0,0,36,131,10.0,143.0,1,2,0.66,appropriate,0,0.25,228.6,222.7,241.2,2.45,7.11,6.59,5,0,0,2,0,0,0,0.384,0.6,0.755
3,9,AS-IS,15-17,0,0,0,0,44,140,10.0,175.5,1,2,0.491,appropriate,0,0.216,212.5,196.5,247.2,3.31,8.88,7.57,2,1,0,1,1,1,0,0.384,0.6,0.755
3,10,AS-IS,15-17,0,0,0,0,45,140,10.0,194.9,0,1,0.708,appropriate,0,0.123,195.8,198.3,190.2,2.85,8.06,7.32,2,0,1,1,0,0,1,0.384,0.6,0.755
3,11,AS-IS,15-17,0,0,0,0,40,130,10.0,204.9,1,3,0.542,appropriate,0,0.3,248.3,241.5,263.2,3.48,8.48,6.74,2,0,1,0,0,0,0,0.384,0.6,0.755
3,12,AS-IS,15-17,0,0,0,0,37,109,9.34,150.8,3,1,0.76,appropriate,0,0.069,200.8,205.7,190.1,3.16,7.66,6.23,2,0,0,1,1,1,0,0.384,0.6,0.755
3,13,AS-IS,15-17,0,0,0,0,36,105,8.19,194.0,0,2,0.705,appropriate,0,0.211,215.8,221.0,204.4,3.86,7.23,6.45,5,1,0,2,0,1,0,0.384,0.6,0.755
3,14,AS-IS,15-17,0,0,0,0,39,124,9.96,197.5,0,1,0.771,appropriate,0,0.103,185.7,167.8,224.3,4.06,9.13,7.41,1,1,1,0,0,0,0,0.384,0.6,0.755
3,15,AS-IS,15-17,0,0,0,0,36,123,10.0,199.2,0,1,0.729,appropriate,0,0.098,228.7,202.1,286.4,2.98,8.66,6.91,4,1,1,1,1,1,0,0.384,0.6,0.755
4,1,AS-IS,15-17,0,0,0,1,9,39,4.99,64.9,3,2,0.429,appropriate,0,0.226,308.5,251.0,308.5,2.38,3.51,3.22,1,0,2,1,1,0,0,0.57,0.296,0.589
4,2,AS-IS,15-17,0,0,0,0,29,89,6.35,117.5,0,2,0.573,appropriate,0,0.226,247.8,237.0,280.0,3.24,5.23,4.08,3,1,0,1,0,0,0,0.57,0.296,0.589
4,3,AS-IS,15-17,0,0,0,0,35,118,9.48,221.3,0,1,0.674,appropriate,0,0.03,263.7,245.5,318.2,2.79,8.71,7.32,1,0,1,0,0,0,0,0.57,0.296,0.589
4,4,AS-IS,15-17,0,0,0,0,31,107,9.19,193.0,0,1,0.594,appropriate,0,0.071,244.9,241.0,256.6,2.93,7.97,6.32,0,0,1,0,0,0,0,0.57,0.296,0.589
4,5,AS-IS,15-17,0,0,0,0,34,126,8.81,219.7,0,1,0.462,appropriate,0,0.088,260.9,251.2,290.2,2.4,7.83,6.55,2,1,2,2,0,0,0,0.57,0.296,0.589
4,6,AS-IS,15-17,0,0,0,0,42,133,10.0,159.8,0,1,0.645,appropriate,0,0.11,194.1,173.6,255.5,3.32,8.15,6.3,1,0,0,1,0,0,0,0.57,0.296,0.589
4,7,AS-IS,15-17,0,0,0,0,31,118,8.92,127.4,0,2,0.504,appropriate,0,0.176,219.2,190.0,306.3,3.73,7.51,5.79,0,0,3,1,0,1,0,0.57,0.296,0.589
4,8,AS-IS,15-17,0,0,0,0,39,140,10.0,192.6,2,2,0.375,appropriate,0,0.179,258.3,243.1,303.8,3.65,8.08,7.28,0,0,0,2,1,1,0,0.57,0.296,0.589
4,9,AS-IS,15-17,0,0,0,0,36,103,7.98,157.4,0,3,0.361,appropriate,0,0.3,263.3,235.7,345.9,2.65,6.63,5.83,3,0,1,3,0,0,0,0.57,0.296,0.589
4,10,AS-IS,15-17,0,0,0,0,38,132,10.0,159.1,0,1,0.75,appropriate,0,0.112,233.0,211.4,297.7,2.67,7.98,6.46,4,0,1,2,0,0,0,0.57,0.296,0.589
4,11,AS-IS,15-17,0,0,0,0,39,117,8.97,148.9,3,1,0.698,appropriate,0,0.078,223.7,205.8,277.1,2.77,7.11,6.61,0,0,0,0,0,0,0,0.57,0.296,0.589
4,12,AS-IS,15-17,0,0,0,1,8,35,4.52,157.1,1,2,0.405,appropriate,0,0.155,266.2,235.7,266.2,2.22,4.79,3.84,1,0,2,0,0,1,0,0.57,0.296,0.589
4,13,AS-IS,15-17,0,0,0,0,35,87,8.3,132.9,1,2,0.508,appropriate,0,0.173,213.8,184.1,302.5,3.01,6.52,5.11,0,0,0,2,0,0,0,0.57,0.296,0.589
4,14,AS-IS,15-17,0,0,0,0,34,102,7.3,144.5,2,1,0.601,appropriate,0,0.122,204.9,186.0,261.5,2.26,6.6,5.31,4,0,2,0,0,0,0,0.57,0.296,0.589
4,15,AS-IS,15-17,0,0,0,0,45,135,10.0,164.2,0,3,0.364,appropriate,0,0.3,248.6,239.3,276.4,2.2,8.15,6.68,1,0,2,1,1,0,0,0.57,0.296,0.589
5,1,AS-IS,13-14,0,0,0,0,51,140,10.0,152.4,0,3,0.286,appropriate,0,0.293,249.4,218.3,324.5,3.0,8.21,6.42,3,1,2,1,1,0,0,0.451,0.134,0.957
5,2,AS-IS,13-14,0,0,0,0,33,117,10.0,174.0,0,2,0.425,appropriate,0,0.207,278.4,273.9,289.3,3.23,8.48,6.43,2,0,2,4,0,0,0,0.451,0.134,0.957
5,3,AS-IS,13-14,0,0,0,0,37,131,10.0,194.8,0,2,0.56,appropriate,0,0.203,227.1,200.7,291.1,2.83,8.88,7.03,2,0,1,0,0,0,0,0.451,0.134,0.957
5,4,AS-IS,13-14,0,0,0,0,49,140,10.0,195.4,0,2,0.517,appropriate,0,0.171,255.4,245.9,278.5,2.58,8.28,7.1,2,0,1,1,0,0,0,0.451,0.134,0.957
5,5,AS-IS,13-14,0,0,0,0,28,121,9.86,196.4,0,1,0.55,appropriate,0,0.081,238.5,225.8,269.2,2.2,8.35,7.21,2,0,3,2,1,0,1,0.451,0.134,0.957
5,6,AS-IS,13-14,0,0,0,0,41,140,10.0,150.0,0,2,0.407,appropriate,0,0.18,270.0,247.5,324.5,2.55,8.27,6.72,2,0,1,1,0,0,0,0.451,0.134,0.957
5,7,AS-IS,13-14,0,0,0,0,32,105,10.0,166.3,0,1,0.548,appropriate,0,0.064,247.0,242.0,258.9,3.19,8.06,6.5,4,1,1,0,1,0,0,0.451,0.134,0.957
5,8,AS-IS,13-14,0,0,0,0,35,108,9.03,145.5,0,2,0.308,appropriate,0,0.136,282.7,266.9,320.9,2.23,7.31,6.48,0,1,0,0,1,0,0,0.451,0.134,0.957
5,9,AS-IS,13-14,0,0,0,0,40,139,10.0,164.2,0,1,0.567,appropriate,0,0.111,214.8,177.4,305.4,2.4,8.6,6.68,4,0,1,0,0,0,0,0.451,0.134,0.957
5,10,AS-IS,13-14,0,0,0,1,13,56,6.25,78.7,0,3,0.269,appropriate,0,0.3,308.0,224.2,308.0,2.58,4.62,4.3,0,0,0,0,0,0,0,0.451,0.134,0.957
5,11,AS-IS,13-14,0,0,0,1,5,43,5.86,120.6,0,2,0.355,appropriate,0,0.2,341.1,256.2,341.1,2.62,5.24,4.06,1,1,2,0,1,0,0,0.451,0.134,0.957
5,12,AS-IS,13-14,0,0,0,0,40,127,10.0,150.3,0,2,0.428,appropriate,0,0.212,257.6,249.2,277.8,2.91,7.94,5.7,0,1,7,2,1,0,1,0.451,0.134,0.957
5,13,AS-IS,13-14,0,0,0,0,39,119,10.0,159.0,0,1,0.428,appropriate,0,0.067,274.1,245.0,344.6,3.03,8.08,6.64,2,1,3,0,0,0,0,0.451,0.134,0.957
5,14,AS-IS,13-14,0,0,0,0,41,140,10.0,162.9,0,1,0.634,appropriate,0,0.11,260.7,236.5,319.2,3.12,8.18,6.42,0,1,0,2,0,0,0,0.451,0.134,0.957
5,15,AS-IS,13-14,0,0,0,0,37,116,10.0,166.9,0,3,0.368,appropriate,0,0.279,266.3,235.8,340.3,3.1,8.41,7.19,3,0,5,1,0,0,0,0.451,0.134,0.957
6,1,AS-IS,15-17,0,0,0,0,31,121,9.8,180.7,0,2,0.57,appropriate,0,0.185,200.6,174.5,254.2,3.53,8.54,6.71,2,0,1,0,1,0,0,0.35,0.56,0.842
6,2,AS-IS,15-17,0,0,0,0,33,136,10.0,183.8,2,2,0.545,appropriate,0,0.145,227.1,203.4,275.9,3.7,8.21,6.53,2,0,1,0,0,0,0,0.35,0.56,0.842
6,3,AS-IS,15-17,0,0,0,1,8,27,5.51,84.3,3,2,0.519,appropriate,0,0.295,249.6,217.4,249.6,2.31,3.8,3.73,2,1,1,0,1,1,0,0.35,0.56,0.842
6,4,AS-IS,15-17,0,0,0,0,39,140,10.0,202.0,0,2,0.44,appropriate,0,0.155,209.3,193.7,241.4,3.6,8.74,7.61,4,0,0,2,0,1,0,0.35,0.56,0.842
6,5,AS-IS,15-17,0,0,0,0,44,140,10.0,198.6,1,1,0.792,underreliance,0,0.176,214.2,205.5,232.1,3.51,8.94,6.9,3,1,1,1,0,0,0,0.35,0.56,0.842
6,6,AS-IS,15-17,0,0,0,1,14,27,5.15,66.4,6,1,0.668,appropriate,0,0.086,250.0,165.1,250.0,3.58,3.14,2.59,0,1,0,1,0,0,0,0.35,0.56,0.842
6,7,AS-IS,15-17,0,0,0,0,32,120,9.9,189.4,0,2,0.483,appropriate,0,0.204,201.9,206.8,191.6,3.66,8.75,7.93,4,1,3,1,1,0,0,0.35,0.56,0.842
6,8,AS-IS,15-17,0,0,0,0,42,140,10.0,198.2,1,1,0.786,underreliance,0,0.132,203.8,211.4,188.2,3.05,8.38,7.38,5,1,1,0,0,0,0,0.35,0.56,0.842
6,9,AS-IS,15-17,0,0,0,0,46,140,10.0,189.6,0,1,0.792,underreliance,0,0.085,208.8,181.5,264.7,3.95,8.87,6.97,2,0,0,0,0,0,0,0.35,0.56,0.842
6,10,AS-IS,15-17,0,0,0,0,45,140,10.0,203.4,0,1,0.75,underreliance,0,0.114,205.1,197.7,220.2,3.36,8.69,7.84,2,0,1,0,1,1,0,0.35,0.56,0.842
6,11,AS-IS,15-17,0,0,0,0,35,125,10.0,177.7,0,1,0.869,underreliance,0,0.064,178.5,167.4,201.1,3.38,8.65,7.18,0,1,3,0,0,0,0,0.35,0.56,0.842
6,12,AS-IS,15-17,0,0,0,0,24,82,8.33,179.2,0,1,0.776,underreliance,0,0.073,251.4,218.5,318.9,2.41,7.51,5.44,2,0,0,2,0,0,0,0.35,0.56,0.842
6,13,AS-IS,15-17,0,0,0,0,41,126,10.0,222.3,0,2,0.613,appropriate,0,0.194,232.7,209.9,279.5,3.43,8.73,7.22,2,0,0,0,0,0,0,0.35,0.56,0.842
6,14,AS-IS,15-17,0,0,0,0,32,119,9.72,201.4,0,1,0.698,appropriate,0,0.071,187.0,163.0,236.3,4.15,8.51,6.58,5,0,1,0,1,0,0,0.35,0.56,0.842
6,15,AS-IS,15-17,0,0,0,1,3,16,4.9,111.0,0,3,0.373,appropriate,0,0.249,275.1,221.4,275.1,2.48,4.39,3.53,1,0,1,0,0,1,0,0.35,0.56,0.842
7,1,AS-IS,15-17,0,0,0,0,41,123,9.24,180.6,0,2,0.575,appropriate,0,0.239,258.8,253.0,281.2,3.18,7.9,6.15,2,0,2,1,0,0,0,0.702,0.465,0.564
7,2,AS-IS,15-17,0,0,0,0,38,114,8.75,207.9,0,2,0.448,overreliance,1,0.199,224.9,213.6,269.0,3.29,7.73,6.21,1,0,3,0,0,0,0,0.702,0.465,0.564
7,3,AS-IS,15-17,0,0,0,0,45,125,9.77,191.0,0,1,0.574,appropriate,0,0.112,214.9,212.9,223.0,2.18,7.94,6.68,4,1,3,1,0,0,0,0.702,0.465,0.564
7,4,AS-IS,15-17,0,0,0,0,31,119,8.74,160.7,0,2,0.364,overreliance,1,0.22,259.4,254.3,279.4,2.82,7.3,6.7,4,0,1,1,1,0,1,0.702,0.465,0.564
7,5,AS-IS,15-17,0,0,0,0,37,130,10.0,150.2,2,1,0.526,appropriate,0,0.079,258.1,242.4,319.2,2.32,7.64,6.52,0,1,3,0,1,0,1,0.702,0.465,0.564
7,6,AS-IS,15-17,0,0,0,0,36,113,9.27,175.4,3,2,0.444,overreliance,1,0.193,234.3,227.1,262.3,3.41,7.84,6.2,2,0,2,1,0,0,0,0.702,0.465,0.564
7,7,AS-IS,15-17,0,0,0,0,43,128,9.86,158.4,2,2,0.403,overreliance,1,0.272,247.4,241.3,271.2,2.79,7.99,6.46,1,1,2,2,0,0,0,0.702,0.465,0.564
7,8,AS-IS,15-17,0,0,0,0,38,110,8.32,158.8,0,1,0.639,appropriate,0,0.071,202.8,178.1,299.2,2.62,6.72,5.48,0,0,1,3,0,0,1,0.702,0.465,0.564
7,9,AS-IS,15-17,0,0,0,0,44,128,9.38,190.2,0,3,0.243,overreliance,1,0.281,252.5,241.9,293.8,3.08,8.7,6.96,2,1,1,1,1,1,1,0.702,0.465,0.564
7,10,AS-IS,15-17,0,0,0,0,37,102,8.29,147.1,0,2,0.429,overreliance,1,0.16,264.3,264.9,262.3,2.84,6.68,5.61,1,1,5,0,0,0,0,0.702,0.465,0.564
7,11,AS-IS,15-17,0,0,0,0,36,96,8.37,181.8,0,1,0.765,appropriate,0,0.048,241.9,234.2,271.9,2.69,6.84,6.33,5,0,4,1,0,0,0,0.702,0.465,0.564
7,12,AS-IS,15-17,0,0,0,0,39,109,9.16,180.3,0,1,0.529,appropriate,0,0.152,261.5,251.1,302.3,2.66,7.72,7.03,2,1,3,2,0,0,0,0.702,0.465,0.564
7,13,AS-IS,15-17,0,0,0,0,48,140,10.0,227.4,0,1,0.538,appropriate,0,0.047,207.3,199.7,236.7,2.56,9.19,7.34,0,0,1,2,0,0,1,0.702,0.465,0.564
7,14,AS-IS,15-17,0,0,0,1,13,40,4.79,52.5,4,3,0.252,overreliance,0,0.286,274.8,246.2,274.8,2.6,3.06,2.35,0,1,5,4,0,0,0,0.702,0.465,0.564
7,15,AS-IS,15-17,0,0,0,0,42,125,9.91,217.2,0,1,0.761,appropriate,0,0.076,239.7,231.1,273.1,2.69,8.97,7.22,4,0,2,1,1,1,0,0.702,0.465,0.564
8,1,AS-IS,15-17,0,0,0,0,36,120,9.41,110.9,0,3,0.541,appropriate,0,0.3,276.7,264.4,322.6,3.41,6.99,5.62,4,1,0,1,1,1,0,0.678,0.633,0.785
8,2,AS-IS,15-17,0,0,0,0,42,136,10.0,219.8,0,1,0.719,appropriate,0,0.119,240.0,236.0,254.7,2.15,8.86,7.47,5,0,0,0,1,0,0,0.678,0.633,0.785
8,3,AS-IS,15-17,0,0,0,0,50,140,10.0,154.5,0,3,0.396,overreliance,0,0.268,204.8,193.2,247.8,2.99,8.03,6.47,5,1,0,2,1,0,0,0.678,0.633,0.785
8,4,AS-IS,15-17,0,0,0,0,46,140,10.0,193.6,0,3,0.296,overreliance,1,0.3,230.3,229.3,233.8,2.84,7.55,7.22,2,0,7,2,0,0,0,0.678,0.633,0.785
8,5,AS-IS,15-17,0,0,0,0,48,139,10.0,202.5,1,1,0.496,appropriate,0,0.132,215.3,208.8,239.5,3.63,8.23,7.0,0,0,4,0,0,0,0,0.678,0.633,0.785
8,6,AS-IS,15-17,0,0,0,0,41,137,10.0,171.9,0,1,0.706,appropriate,0,0.095,229.8,228.3,235.4,3.16,8.42,6.78,3,1,3,1,0,0,0,0.678,0.633,0.785
8,7,AS-IS,15-17,0,0,0,0,43,101,8.67,171.0,0,2,0.532,appropriate,0,0.195,206.9,190.9,266.2,2.54,6.74,5.8,2,0,2,1,0,0,0,0.678,0.633,0.785
8,8,AS-IS,15-17,0,0,0,0,38,118,9.39,138.7,1,1,0.691,appropriate,0,0.129,219.6,203.3,280.1,3.03,7.52,5.65,2,0,1,0,1,0,1,0.678,0.633,0.785
8,9,AS-IS,15-17,0,0,0,0,34,137,10.0,240.0,0,1,0.573,appropriate,0,0.094,197.4,183.7,248.3,2.92,8.87,7.11,2,0,1,1,0,0,0,0.678,0.633,0.785
8,10,AS-IS,15-17,0,0,0,0,51,140,10.0,173.8,0,3,0.384,overreliance,0,0.256,235.3,219.7,293.1,3.67,8.48,6.03,3,1,1,1,0,0,0,0.678,0.633,0.785
8,11,AS-IS,15-17,0,0,0,0,49,140,10.0,159.4,0,3,0.335,overreliance,0,0.3,238.6,226.1,285.0,2.52,8.11,6.41,3,0,1,1,0,0,0,0.678,0.633,0.785
8,12,AS-IS,15-17,0,0,0,0,40,140,10.0,172.0,0,1,0.739,appropriate,0,0.092,244.5,235.3,278.3,2.98,8.21,7.04,2,1,4,1,1,0,0,0.678,0.633,0.785
8,13,AS-IS,15-17,0,0,0,0,44,135,10.0,166.7,0,1,0.765,appropriate,0,0.034,237.8,233.6,253.2,2.26,7.15,6.33,2,0,0,0,0,0,0,0.678,0.633,0.785
8,14,AS-IS,15-17,0,0,0,0,39,118,9.52,167.2,1,2,0.628,appropriate,0,0.264,243.5,226.9,305.3,3.57,7.58,6.54,3,1,2,0,1,1,0,0.678,0.633,0.785
8,15,AS-IS,15-17,0,0,0,0,44,140,10.0,195.2,0,1,0.587,appropriate,0,0.122,237.1,224.0,285.8,2.83,8.95,6.98,3,1,2,0,0,0,0,0.678,0.633,0.785
9,1,AS-IS,13-14,0,0,0,0,46,140,10.0,154.9,0,2,0.594,appropriate,0,0.178,202.1,192.7,218.6,3.95,7.63,6.51,2,0,0,0,1,0,1,0.243,0.676,0.99
9,2,AS-IS,13-14,0,0,0,0,38,138,10.0,197.3,1,1,0.826,underreliance,0,0.081,181.9,188.5,170.5,3.27,8.49,7.22,4,0,3,1,1,0,2,0.243,0.676,0.99
9,3,AS-IS,13-14,0,0,0,0,37,119,9.98,225.8,0,2,0.616,appropriate,0,0.217,182.6,171.2,202.4,3.78,9.06,7.41,6,0,1,0,0,1,0,0.243,0.676,0.99
9,4,AS-IS,13-14,0,0,0,0,28,131,10.0,181.7,0,1,0.836,underreliance,0,0.094,201.1,188.7,222.6,3.4,8.45,7.11,4,0,1,1,1,0,0,0.243,0.676,0.99
9,5,AS-IS,13-14,0,0,0,0,40,136,10.0,205.4,0,3,0.553,appropriate,0,0.294,215.1,207.1,228.9,4.06,8.96,6.9,2,0,2,2,1,0,0,0.243,0.676,0.99
9,6,AS-IS,13-14,0,0,0,0,31,128,10.0,197.8,0,3,0.572,appropriate,0,0.285,208.8,215.2,197.5,3.79,8.9,6.9,1,1,1,1,1,0,1,0.243,0.676,0.99
9,7,AS-IS,13-14,0,0,0,0,33,123,10.0,204.7,0,2,0.803,underreliance,0,0.267,244.4,238.4,254.7,3.69,9.06,7.21,3,0,2,1,0,0,0,0.243,0.676,0.99
9,8,AS-IS,13-14,0,0,0,0,39,123,10.0,128.4,0,3,0.69,appropriate,0,0.3,207.1,197.4,224.0,4.12,7.56,6.57,5,1,0,1,0,0,0,0.243,0.676,0.99
9,9,AS-IS,13-14,0,0,0,1,19,24,5.05,49.3,4,2,0.596,appropriate,0,0.206,234.0,235.1,234.0,3.98,3.05,2.39,1,0,1,0,0,0,0,0.243,0.676,0.99
9,10,AS-IS,13-14,0,0,0,0,32,131,10.0,188.6,0,1,0.821,underreliance,0,0.097,211.3,202.8,226.1,3.38,8.14,7.32,2,0,0,0,0,0,0,0.243,0.676,0.99
